URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-bdi-bdi2-long,2026.6.0,active,,MII_VS_PRO_BDI_BDI2_AnswerListLong,MII VS PRO BDI-II,"MII VS PRO BDI-II ValueSet for Beck Depression Inventory II (BDI-II) Questionnaire","Questionnaire/mii-qst-pro-bdi-bdi2","Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-bdi-bdi2-short,2026.6.0,active,,MII_VS_PRO_BDI_BDI2_AnswerListShort,MII VS PRO BDI-II,"MII VS PRO BDI-II ValueSet for Beck Depression Inventory II (BDI-II) Questionnaire","Questionnaire/mii-qst-pro-bdi-bdi2","Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-dass-21-answer-list,2026.6.0,active,,MII_VS_PRO_DASS_21_Answer_List,MII VS PRO DASS-21 Answer List,"4-point Likert response scale for all DASS-21 items (0 = Did not apply to me at all, 3 = Applied to me very much)",,"Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-eortc-qlq-c30-scale-4pt,2026.6.0,active,,MII_VS_PRO_EORTC_QLQ_C30_Scale_4pt,MII VS PRO EORTC QLQ-C30 4-Point Scale,"Standard 4-point response scale for EORTC QLQ-C30 items","Questionnaire/mii-qst-pro-eortc-qlq-c30-variant-a","Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-eortc-qlq-c30-scale-7pt,2026.6.0,active,,MII_VS_PRO_EORTC_QLQ_C30_Scale_7pt,MII VS PRO EORTC QLQ-C30 7-Point Scale,"7-point response scale for EORTC QLQ-C30 global health status and quality of life items","Questionnaire/mii-qst-pro-eortc-qlq-c30-variant-a","Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-eortc-qlq-c30-scale-role,2026.6.0,active,,MII_VS_PRO_EORTC_QLQ_C30_Scale_Role,MII VS PRO EORTC QLQ-C30 Role Functioning Scale,"4-point response scale for EORTC QLQ-C30 role functioning items",,"Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-isr-z-answers,2026.6.0,active,,MII_VS_PRO_ISR_Z_Answers,MII VS PRO ISR-Z Answers,"ISR-Zustimmungsskala (0 = trifft nicht zu, 1 = trifft kaum zu, 2 = trifft ziemlich zu, 3 = trifft deutlich zu, 4 = trifft extrem zu). MII-controlled für zuverlässige ordinal()-Scoreberechnung.","Questionnaire/mii-qst-pro-isr-z","Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-midos2-severity,2026.6.0,draft,,MII_VS_PRO_MIDOS2_Severity,MII VS PRO MIDOS2 DGP-Severity-Skala,"DGP-4-stufige Severity-Skala (keine, leichte, mittlere, starke) — wird für die 11 Symptom-Items des MIDOS2 verwendet.","Questionnaire/mii-qst-pro-midos-midos2","Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-midos2-wellbeing,2026.6.0,draft,,MII_VS_PRO_MIDOS2_Wellbeing,MII VS PRO MIDOS2 Wohlbefinden-Skala,"4-stufige Wohlbefinden-Skala (sehr gut, eher gut, eher schlecht, sehr schlecht) — wird für das Wohlbefinden-Item des MIDOS2 verwendet.","Questionnaire/mii-qst-pro-midos-midos2","Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-pro/ValueSet/mii-vs-pro-phq-15-answers,2026.6.0,active,,MII_VS_PRO_PHQ_15_Answers,MII VS PRO PHQ-15 Answers,"PHQ-15 somatic symptom bother severity answer options (0 = Nicht beeinträchtigt, 1 = Wenig beeinträchtigt, 2 = Stark beeinträchtigt). MII-controlled for reliable ordinal() score calculation.","Questionnaire/mii-qst-pro-phq-15","Internal"
